id,Titel,Body,Kategorie,Datum,Quelle
198,Strafe für Minis­te­ri­um: Hin­wei­se auf Tem­po­lim­it und Maß­ein­hei­ten feh­len,"Erst kürzlich wurde eine Kärntner Nudelfabrik gestraft, weil sie auf ihren Verpackungen für Spaghetti & Co. den völlig unzureichenden Zubereitungshinweis ‚8-10‘ und eine Sanduhr aufgedruckt hatte. Dieses Beispiel macht nun offenbar Schule: Die Bezirkshauptmannschaft Melk hat dem Verkehrsministerium eine Strafverfügung übermittelt, in der die ‚höchst unzulänglichen 140er-Taferln‘ auf der A1 beanstandet werden.Eine nackte Zahl reiche definitv nicht aus, so die BH Melk in ihrer Begründung. Erstens, so die Behörde, fehle der dezidierte Hinweis, dass damit ein Tempolimit gemeint sei. Zweitens – das lerne jedes Schulkind spätestens im Physikunterricht – seien bei jeder Größe stets die entsprechenden Maßeinheiten mit anzugeben!Der Melker Bezirkshauptmann Dr. Norbert Haselsteiner: „Sind das jetzt 140 Millimeter pro Minute? Meilen? Knoten? Wir können die Autofahrer ja nicht einfach raten lassen. Hallo, da muss das Verkehrsministerium schon ein bisserl konkreter sein!“Und es sei nicht einmal klar, ob damit nur Autofahrer gemeint seien, so Haselsteiner: „Die Polizei hat vor kurzem einen LKW-Fahrer mit 140 km/h zwischen Melk und Oed geblitzt. Der hat die Bezahlung des Organstrafmandats einfach verweigert, indem er sich darauf berufen hat, dass die 140er-Taferln ohne entsprechenden Zusatzhinweis für alle Verkehrsteilnehmer gelten würden!“623 Euro Strafe muss das Verkehrsministerium binnen der nächsten vier Wochen zahlen. Oder die unzulänglichen Verkehrsschilder umgehend entfernen. Laut Infrastrukturminister Norbert Hofer werde hausintern gerade berechnet, ob sich diese ungeplanten Mehrausgaben im Budget für 2019 noch unterbringen lassen.Sollte allerdings die Bezirkshauptmannschaft Wels-Land zu einer ähnlichen Beanstandung für die Schilder auf der 140er-Teststrecke zwischen Sattledt und Haid kommen, dürfte das Pilotprojekt wohl endgültig vor dem Aus stehen. Im Ministerium hofft man daher nun voll und ganz auf die Vorzüge des Föderalismus und vertraut darauf, dass in Oberösterreich die Vorschriften weniger streng ausgelegt werden als in Niederösterreich.",Politik,2019-02-16 00:00:00,Entenpost
199,ÖSV-Damen bisher leer aus­gegan­gen: Moser-Pröll vor Come­back,"Das bisher enttäuschende Abschneiden unserer Ski-Damen bei der WM in Åre lässt beim ÖSV die Alarmglocken schrillen und die Verantwortlichen zu einer ungewöhnlichen Maßnahme greifen: Die mehrfache Olympia- und WM-Medaillengewinnerin Annemarie Moser-Pröll kehrt kurzfristig in den Ski-Weltcup zurück und soll beim WM-Slalom am Samstag bei den Frauen endlich für österreichisches Edelmetall sorgen!ÖSV-Präsident Peter Schröcksnadel zu der überraschenden Einberufung der sechsfachen Gesamtweltcup-Siegerin: „Die Annemarie ist leider erst vor wenigen Tagen in Pension gegangen, sonst hätten wir diesen längst fälligen Generationenwechsel natürlich schon wesentlich früher vollzogen. Was man bei Svindal und Lindsey Vonn ganz klar gesehen hat: Bei einem Großereignis wie der WM zählt in erster Linie die Erfahrung. Beim Slalom am Samstag wollen wir mit der Annemarie daher ebenfalls auf eine routinierte Läuferin setzen!“Die 65-jährige Moser-Pröll, seit kurzem im Ruhestand und laut eigenen Aussagen daher bereit für neue Aufgaben, zeigte sich gegenüber den Medien zuversichtlich: „Natürlich bin ich ein bisserl aus der Übung, aber das Skifahren verlernt man ja Gott sei Dank nicht. Und zwei Tage Training sollten eigentlich reichen.“ Außerdem, so Moser-Pröll, sei mit den Kippstangen von heute ohnehin alles wesentlich einfacher als damals.Österreichs Sportlerin des Jahrhunderts befindet sich bereits auf dem Weg nach Schweden. Mit im Gepäck hat sie ihre Sieger-Latten und das Erfolgs-Wachs aus den 70er-Jahren. Und jede Menge Freude am Skifahren. Denn ihr Leitspruch ‚Zwoa Brettl a gführiger Schnee, juchhe!‘, so Moser-Pröll, sei bereits die halbe Miete.Bis vor kurzem hatten noch alle mit einer souveränen Titelverteidigung durch Mikaela Shiffrin gerechnet. Mit dem Comeback von Annemarie Moser-Pröll ist das Rennen wieder völlig offen – und Österreichs Chancen auf Gold bei den Damen endlich wieder intakt!",Sport,2019-02-14 00:00:00,Entenpost
200,Zoologische Sen­sa­ti­on: Erst­mals Exis­tenz von Erd­weib­chen nach­ge­wie­sen,"Jahrhundertelang galt es als eines der größten Rätsel im Tierreich: Wie pflanzen sich eigentlich Erdmännchen fort? Dieses Geheimnis könnte nunmehr gelüftet sein, denn dem britischen Tierfilmer und Naturforscher Sir David Attenborough gelang ein Schnappschuss, der offenbar belegen dürfte, dass neben Erdmännchen tatsächlich auch Erdweibchen existieren!Bei diesen Säugetieren aus der Familie der Mangusten, die vor allem für ihre auf zwei Beinen stehende Wächterfunktion bekannt sind, war man bisher davon ausgegangen, dass es ausschließlich männliche Exemplare gibt. Aus diesem Grund erhielten sie auch ihre Bezeichnung Erdmännchen. Wie sich die rein maskulinen Tiere fortpflanzen, stellte die Wissenschaft bis dato vor ein ungelöstes Rätsel.Durch das sensationelle Foto von Sir David Attenborough, das bereits Ende Jänner im südwestlichen Botswana aufgenommen wurde, dürfte mittlerweile allerdings klar sein, dass es neben den männlichen Artgenossen auch weibliche Exemplare gibt, die – so die neueste Theorie – für den Nachwuchs bei den Erdmännchen sorgen.Warum erst jetzt erstmal ein Erdweibchen gesichtet werden konnte, ist noch unklar. Namhafte Zoologen vermuten, dass sich die Erdweibchen auf Grund der auch im Tierreich angekommenen Emanzipation nicht länger mit einer ausschließlichen Mutterrolle unter der Erde abfinden wollen und besonders selbstbewusste Exemplare seit neuestem an die Oberfläche drängen.Wie dem auch sei, eines steht jedenfalls bereits fest: Die Erdmännchen gehören auf Grund dieser Entdeckung wohl bald der Vergangenheit an und eine Umbenennung auf das gendergerechte ‚Erdtierchen‘ dürfte nur noch eine Frage der Zeit sein!","Allgemein, Empfehlung",2019-02-13 00:00:00,Entenpost
201,Faktencheck: Häufung an Krätzen seit Türkis-Blau?,"FPÖ-Politiker Johann Gudenus deutete unlängst in einem Facebook-Posting an, dass es einen Zusammenhang mit der aktuell gehäuften Anzahl an Krätze-Fällen und der Willkommenskultur und der damit verbundenen Migration gäbe. Wie Recherchen ergaben, hält diese These einem Faktencheck jedoch nicht stand. Doch der FPÖ-Klubobmann hat mit seiner Behauptung die Diskussion über eine ander Form der Krätzen-Häufung ins Rollen gebracht: Ist die Anzahl der Krätzen unter den heimischen Politikern regelrecht nach oben geschossen, seit die ÖVP die FPÖ Ende 2017 in der Regierung willkommen geheißen hat?Die Verfechter dieser Theorie stützen sich dabei auf den sogenannten Krätzen-Index. Dieser wird seit Anfang des letzten Jahrhunderts erhoben und spiegelt die von Wählerinnen und Wählern subjektiv empfundene Anzahl an Widerlingen – hierzulande auch als Krätzen bezeichnet – in den Reihen der heimischen Politiker wider. Der Index ist Anfang 2018 geradezu explodiert, sodass von einigen Politbeobachtern neuerdings gemutmaßt wird, dieser Anstieg könne mit dem Zustandekommen von Türkis-Blau zusammenhängen.Doch wie sich herausstellt, hält offenbar auch diese Theorie einem Faktencheck nicht stand, denn Krätzen-Häufungen gab es in der Vergangenheit immer wieder! Die letzte liegt dabei noch gar nicht all zu lange zurück: So konnte beispielsweise in den Jahren 2000 bis 2006 im Krätzen-Index ebenfalls ein bemerkenswerter Ausschlag nach oben verzeichnet werden. Die Behauptung, dass der aktuelle Anstieg auf Türkis-Blau zurückzuführen sei, stimmt also nicht.Die Beispiele zeigen: Mit Krätze-Aussagen sollte man vorsichtig sein. Denn wer leichtfertig und ohne seriöse Recherchen derlei Fake News in die Welt setzt, verliert einerseits im Vertrauensindex – und wird andererseits rasch selbst zur Krätzen!",Politik,2019-02-12 00:00:00,Entenpost
202,Manner-Schnit­ten: End­lich gen­der­ge­rech­te Pa­ckung­en,"Sie galten jahrzehntelang als reine Frauendomäne: Die Manner-Schnitten. Die zartrosa Verpackung ließ nun einmal keinen Zweifel aufkommen, für welches Geschlecht die Waffeln gedacht und gemacht waren. Doch in Zukunft können endlich auch Buben und Männer die vier Lagen Streichmasse zwischen fünf Lagen Waffel genießen: Die Schnitten-Packungen soll es laut Hersteller schon bald auch in Hellblau geben!Manner-Pressesprecherin Roswitha Föhrenwald zu den neuen, gender-gerechten Verpackungen: „Zwar war der Mann im Schriftzug eigentlich immer schon ein bisserl enthalten, aber das Rosa der Verpackung war dann doch zu dominant, so dass im Geschäft praktisch immer nur das zarte Geschlecht zugegriffen hat. Männer konnten unsere Waffeln – wenn überhaupt – höchstens heimlich naschen!“Diesem Gender-Wahnsinn wolle man nun endlich ein Ende setzen, indem die Packungen im Handel sowohl in Rosa als auch in Blau erhältlich sein werden, so Föhrenwald. Naturgemäß erhofft man sich beim Wiener Süßwarenhersteller durch die gegenderten Manner-Schnitten und die damit einhergehende zusätzliche Zielgruppe eine deutliche Absatz-Steigerung. Sollten die Herren der Schöpfung Manner trotz dieser Maßnahme wider Erwarten noch immer nicht mögen, könnte das Wiener Traditionsunternehmen laut Föhrenwald noch einen zusätzlichen maskulinen Touch draufpacken: Blaue ‚Männer-Schnitten‘ samt dem Slogan ‚Manner mag Mann eben!‘","Allgemein, Empfehlung",2019-02-11 00:00:00,Entenpost
203,Erschütternde Meldung: Sack Mais in China umgefallen,"Dass in China ein Sack Reis umfällt, kommt leider immer wieder vor. Vielen Menschen ist vor allem jener Reissack in trauriger Erinnerung, der am 6. April 2012 in Hong Du in der chinesischen Provinz Yanan auf äußerst spektakuläre Weise zu Boden ging:Doch heute Nachmittag erschütterte ein wesentlich dramatischerer Vorfall aus der Provinz Heilongjiang die Welt: In einer Lagerhalle im Norden der Stadt Heihe war um 12:14 Ortszeit nicht ein Reissack sondern ein Sack Mais umgefallen!Lagerarbeiter, die gerade ihr Mittagsmahl – chinesische Eiernudeln mit gepfefferter Hühnerbrust – zu sich nehmen wollten, beteuerten, der 20 Kilo schwere Sack mit Mais der Sorte Yukon sei plötzlich und ganz von selbst einfach umgekippt.Der Vorfall schlug landesweit ordentlich Wellen, gelten beim Stapeln von Maissäcken in China im Unterschied zu Reis doch überaus strenge Sicherheitsvorschriften. Die örtlichen Behörden prüfen bereits den Tathergang und haben versichert, die Verantwortlichen schnellstmöglich zur Rechenschaft ziehen zu wollen.An den Nahrungsmittelbörsen sorgte die Nachricht für regelrechte Panik, der Maispreis brach im Verlauf des Tages gleich mehrfach ein. Erst als aus der chinesischen Provinz Kunming das Umfallen eines Sacks Reis gemeldet wurde, konzentrierte sich das mediale Interesse schlagartig auf diese Katastrophennachricht und die kritische Lage auf den Maismärkten stabilisierte sich wieder halbwegs.All jene, die in der Vergangenheit oft leichtfertig oder ohne kritische Reflexion die Metapher vom umgefallenen Reissack verwendet haben, sollten sich die heutigen Ereignisse aus China zu Herzen nehmen und hinter die Ohren schreiben: Daran sieht man nämlich, wie enorm wichtig es sein kann, wenn dort tatsächlich ein Sack Reis umfällt!","Allgemein, Empfehlung",2019-02-08 00:00:00,Entenpost
204,Bangen beim ORF: Wolf am Bi­sam­berg gesich­tet?,"Jahrelang galt er als einer der renommiertesten Journalisten und Fernsehmoderatoren beim ORF: Armin Wolf, ZIB-2 Anchorman und wohl eines der bekanntesten Gesichter am Küniglberg. Doch nun bangt der Staatssender um seinen TV-Star: Laut diversen Medienberichten gibt es das Gerücht, Wolf sei am Bisamberg gesichtet worden!Der ORF-Moderator, der letztes Jahr mit dem Grimme-Preis ausgezeichnet wurde, ist vor allem bekannt für seine unnachgiebigen Interviews mit Politikern aller Couleur. Der frühere niederösterreichische Landeshauptmann Erwin Pröll wandte sich ob dieser ‚Verhörmethoden‘ gar an Amnesty International. Seit 1995 arbeitete Armin Wolf im ORF beim Fernsehen – und ist am Küniglberg praktisch nicht mehr wegzudenken. Doch wie der Investigativ-Sender OE24.TV exklusiv berichtete, soll Wolf offenbar fremdgegangen und gewohnt angriffslustig und gar zähnefletschend am Bisamberg gesichtet worden sein!ORF-Generaldirektor Alexander Wrabetz hingegen bezweifelt die Gerüchte: „Ich bin mir nicht sicher, ob jeder OE24-Reporter Armin Wolf tatsächlich erkennt und von einem Wolf unterscheiden kann. Einfach weil die Erfahrungswerte fehlen. Seine Interviews mögen bissig sein und von seinen Interview-Partnern als aggressiv empfunden werden. Aber was immer da am Bisamberg die Zähne gefletscht hat – unser Wolf war es bestimmt nicht!“Sollte am Bisamberg tatsächlich ein echter Wolf gesichtet worden sein, wäre das nach dem ersten Löwenpärchen im Lavanttal die nächste Hiobsbotschaft für Österreich. Aber zumindest immer noch besser, als Wolf wäre nicht länger am Küniglberg!","Allgemein, Empfehlung",2019-02-07 00:00:00,Entenpost
205,Für jedes Gelände: SUV-Ski erobern die Pisten,"Sie sind schwer. Sie sind dick. Und sie sind teuer! Dennoch steigen immer mehr Skifahrer auf den neuesten Trend im Alpin-Sport um: SUV-Ski erobern in rasendem Tempo die Pisten und erfreuen sich immer größerer Beliebtheit!Mit einem Gesamtgewicht von rund 45 Kilogramm gehören die SUV-Ski nicht gerade zu den Leichtgewichtern. Doch die Masse hat klare Vorteile:  Bei hoher Geschwindigkeit versetzt es die Ski nicht so schnell wenn man  auf Hindernisse wie Eisblock oder Spurrille trifft. Der SUV-Ski liegt um ein Vielfaches ruhiger als ein konventioneller Carver. Der Fahrer muss sich nicht so stark konzentrieren, um seinen SUV-Ski in der Spur zu halten.  Das Gewicht kommt in erster Linie durch die massive Bauweise der Skier zustande: SUV-Ski sind um einige Zentimeter breiter und haben eine Höhe zwischen 15 und 25 cm. Doch gerade der hohe Stand ist es, den SUV-Skifahrer zu schätzen wissen: Man hat einen wesentlich besseren Blick auf die Piste und damit einhergehend das Gefühl, über sämtlichen Normalo-Skiläufern zu stehen.Auch der Sicherheitsaspekt spielt eine Rolle: Bei einem Zusammenprall mit anderen Skifahrern sind vor allem zierliche Frauen mit SUV-Skiern plötzlich krass im Vorteil.Im freien Gelände zeigt der SUV-Ski seine wahre Stärke: Während konventionelle Ski im Tiefschnee förmlich versinken, ragt man mit den High-Heel-Skiern trotz tiefverschneitem Hang komplett aus dem Neuschnee heraus und genießt dort einen Fahrkomfort, der seinesgleichen sucht.Auch der geräumige Stauraum mit einem Fassungsvermögen von bis zu 15 Liter je Ski dürfte Fans der Jumbo-Bretter begeistern: Ob gekühltes Bier, Zelt oder Hund – mit SUV-Skiern hat man immer alles für einen perfekten Skitag mit dabei.Doch nur Personen mit dicker Brieftasche dürften sich den neuesten Ski-Trend auch tatsächlich leisten können. Und ein dickes Auto ist ebenfalls Pflicht, denn die klobigen Dinger passen nun mal nicht in jedes Fahrzeug. Ein SUV wäre für den Transport geradezu ideal!","Empfehlung, Sport",2019-02-06 00:00:00,Entenpost
206,Lidl-Desaster: Loch ist eben nicht gleich Loch!,"Die Schlagzeile in der Kärntner Krone bringt es auf den Punkt: ‚Gonz Östareich locht üban Lidl‘! Welcher Teufel hat da wohl den Texter geritten, als er den Slogan ‚Loch ist Loch‚ für das neueste Werbesujet des Diskonters verwendete?! Dabei weiß doch jedes Kind – und vor allem die Schotten – dass Loch definitiv nicht gleich Loch ist!Das Spektrum reicht von riesig bis winzigklein: Schwarze Löcher und gigantische Wurmlöcher kommen im Universum in rauen Mengen vor, das Ozonloch war in aller Munde, ehe der Klimawandel die Schlagzeilen zu dominieren begann. Auf der anderen Seite das Loch in der Socke bis hin zu mikroskopisch kleinen Löchern, die sich mittels Elektroporation in die menschliche Zellwand bohren lassen.Tech-Giganten wie Google oder Facebook – und offenbar auch Provinz-Politiker wie Gottfried Waldhäusl – sind höchst kreativ, wenn es darum geht, Schlupflöcher im Steuersystem zu finden. Hie und da geht ein Steuervermeider allerdings zu weit – und wird dafür dann eingelocht. Beim Golf wiederum wird vom Par-3-Loch bis zum Par-6-Loch auf unterschiedlichsten Plätzen mit diverser Loch-Anzahl ein kleiner weißer Ball eingelocht. Besonders groß ist die Empörung über Lidls Werbespruch in Schottland: Dort empfindet man die Behauptung, Loch sei Loch, geradezu als Beleidigung! Loch Ness mag vielleicht der berühmteste Loch in Schottland sein, doch geht es nach den Einheimischen, gibt es jede Menge anderer Lochs, die weitaus malerischer und idyllischer sind.Der eine sauft wie ein Loch, der andere pfeift aus dem letzten Loch, Journalisten jammern über das Sommerloch, Felix Loch ist ein bekannter deutscher Rennrodler, in Namibia treffen sich Wildtiere am Wasserloch, der eine denkt an Körperöffnungen wie das Nasenloch oder assoziiert damit etwas richtig Schmutziges wie seine ungepflegte Wohnung, auch Dreckloch genannt.Unterschiedliche Löcher gibt es jedenfalls zuhauf. Loch ist daher definitiv nicht gleich Loch! Bei Lidl möchte man jedenfalls nicht erneut ins Fettnäpfchen treten, dort heißt der Locher daher ab sofort politisch korrekt Ringmappenperforierer: Jetzt für kurze Zeit im Online-Shop unter Büroartikel lochhaft günstig!",Allgemein,2019-02-05 00:00:00,Entenpost
207,das oder dass? Duden empfiehlt neue Schreibweise ‚dasss‘ für Konjunktion,"Er gilt als einer der häufigsten orthografischen Fehler im deutschsprachigen Raum: Die Konjunkion ‚dass‘ wird fälschlicherweise mit nur einem s geschrieben! Recherchen des Dudenverlags haben ergeben, dasss sich die Fehlerhäufigkeit im Vergleich zur bis 1996 geltenden Schreibweise ‚daß‘ sogar vergrößert habe. Zu groß sei vor allem die visuelle Ähnlichkeit der beiden heutigen Schreibweisen. Der Duden empfiehlt daher ab sofort, die Konjunktion ‚dass‘ künftig mit drei s zu schreiben!Handelt es sich um den sächlichen Artikel, ein Relativpronomen – auch bezügliches Fürwort genannt – oder ein Demonstrativpronomen, ist ‚das‘ nur mit einem s zu schreiben. In allen anderen Fällen ist die Konjunktion ‚dass‘ gemeint, welche bisher mit zwei s zu schreiben war.Zwar gibt es einfache Regeln, anhand derer die korrekte Schreibweise leicht entschieden werden könne, so der Duden, doch bei 92% der Schüler und immerhin noch 87% der Erwachsenen hält sich der Fehler mehr als hartnäckig. Die Nicht-Unterscheidbarkeit in der gesprochenen Sprache und das Wischiwaschi am Handy tragen offenbar das ihrige dazu bei, dasss die Konjunktion immer häufiger nur noch in seiner kastrierten Form auftritt.Um den Unterschied zwischen Artikel, Pronomen und Konjunktion vor allem visuell deutlicher hervorzustreichen, empfiehlt der Duden daher ab sofort, die Konjunktion mit drei s zu schreiben. Sollte auch diese Maßnahme nicht den gewünschten Effekt erzielen, gäbe es laut Duden nur noch eine Möglichkeit: Die einheitliche Schreibweise ‚dass‘ sowohl für Artikel, Pronomen und Konjunktion! ","Allgemein, Empfehlung",2019-02-03 00:00:00,Entenpost
208,Traumwerte im Windkanal: Hirscher-Sohn bereits beim ÖSV,"Aufatmen bei heimischen Fans des Alpin-Rennsports und beim Österreichischen Skiverband (ÖSV): Wie heute bekannt wurde, hat Marcel Hirschers Sohn Hermann-Ingemar erste Tests im Windkanal absolviert und dabei trotz Windel sensationelle Fabelwerte erzielt. Das kleine Wunder-Talent steigt bereits nächste Woche ins Training beim ÖSV-Nachwuchs ein.Marcel Hirscher zeigt sich im Interview mit ORF-Reporter Rainer Pariasek über die jüngsten Fortschritte seines Sprösslings beeindruckt: „Wenn es meine Zeit erlaubt, kümmere ich mich selbst um das Koordinations- und Mentaltraining von Hermann-Ingemar. Oder wir gehen gemeinsam in die Kraftkammer. Vor allem das Strampeln mit Skischuhen auf dem Ergometer hat ihn enorm weitergebracht! Doch dass er im Windkanal schon so aerodynamisch unterwegs ist, hat mich ehrlich gesagt selbst überrascht!“Bei der Geburt sei ihm bereits klar gewesen, dass Hermann-Ingemars kleine Haxerln eines Tages in seine Fußstapfen treten würden, so Hirscher: „Natürlich musst du da manchmal auch Opfer bringen: Wenn er am Abend nach all den Anstrengungen schon fast am Einschlafen ist, dann ist genau der richtige Moment, um nochmals raus auf die Piste zu gehen und ein paar Carving-Schwünge auf eisigem Untergrund zu absolvieren oder ein wenig am Set-up zu tüfteln!“Der Mehrjahresvertrag mit Atomic umfasst nicht nur die Komplettausrüstung von Hirscher Junior für die nächsten 15 Jahre sondern inkludiert auch mehrere Service-Leute für die unterschiedlichen Renndisziplinen. Und auch der erste Werbevertrag ist unter Dach und Fach: Neben Papa Marcel soll künftig auch Hermann-Ingemar in diversen TV-Spots als neuestes Raiffeisen-Testimonial zum Einsatz kommen.Eines dürfte jedenfalls feststehen: Auf die Frage nach der ‚Skination Nummer eins‘ gibt es wohl auch weiterhin eine klare Antwort!","Empfehlung, Sport",2019-01-31 00:00:00,Entenpost
209,‚Raus aus der EU‘: AfD geht nach Großbritannien,"Paukenschlag bei der Alternative für Deutschland: In einer gemeinsamen Pressekonferenz heute Vormittag gaben Partei-Chef Alexander Gauland und Fraktionschefin Alice Weidel bekannt, dass die AfD zeitgleich mit dem Brexit am 29. März um 23:00 Uhr GMT Deutschland in Richtung Großbritannien verlassen werde!‚Für ihn sei es ein Traum, der nun bald wahr werde‘, so der Parteivorsitzender Alexander Gauland. Jahrelang sei man gegen die Bürokraten von Brüssel vom Leder gezogen und habe ‚Raus aus der EU‘ gefordert. Mit dem Brexit werde die AfD nun endlich ihr Versprechen einlösen.Co-Vorsitzende Alice Weidel zu dem überraschenden Umzug der AfD auf die britische Insel: „Im Unterschied zu manch anderer Partei wollen wir unseren Wählern ja nicht einfach nur mit ein paar leichtfertigt dahergesagten Wahlkampfparolen den Mund wässrig machen. Wir haben immer gesagt, dass wir raus aus dem Euro und raus aus der EU wollen – und mit dem Brexit bietet sich nun die einmalige Chance, diese Vision endlich in die Tat umzusetzen!“Der Abschied falle ihm nicht wirklich schwer, so AfD-Chef Gauland: „Ehrlich gesagt, der Bundestag kann mir mittlerweile gestohlen bleiben. Da hieß es ohnehin immer ‚Alle gegen die AfD‘. Wir haben uns da nie wirklich heimisch sondern wie ein Fremdkörper gefühlt!“Alice Weidel fiebert dem Austritts-Datum mittels Countdown-App, die sie sich extra im Apple Store heruntergeladen hat, entgegen: „So wie ich können es wahrscheinlich die meisten gar nicht mehr erwarten, bis es endlich soweit ist! Moment, ich schau kurz, ah, nur noch 58 Tage, 6 Stunden und 39 Minuten!“Das Kürzel AfD werde jedenfalls bestehen bleiben, so Gauland. Ob man sich allerdings weiterhin ‚Alternative für Deutschland‘ bezeichnen werde, sei laut Gauland noch nicht fix. Eventuell werde man sich – da dies praktisch mit dem ersten Tag der Partei im Vereinigten Königreich zusammenfalle – in Großbritannien stattdessen ‚April Fool’s Day‘ nennen.Damit die Freude vollkommen sei, fehle nur noch eins, so AfD-Chef Gauland: Ein richtig harter Brexit, der wirklich sämtliche Bande mit der EU zur Gänze kappt. Und wer weiß, vielleicht macht ja das Beispiel der AfD Schule und im britischen Unterhaus tummeln sich mit dem Rassemblement National von Marine Le Pen oder der Lega von Mateo Salvini schon bald ein paar weitere Parteien, die von der EU die Nase gestrichen voll haben!",Politik,2019-01-29 00:00:00,Entenpost
210,Statt Skikurs: Ebola-Wochen an Waldorfschulen geplant,"Nach dem großen Erfolg der an Waldorfschulen äußerst populären Masern-Partys und der damit verbundenen ‚tiefgehenden Reifung‚ für die teilnehmenden Kinder möchte man beim Bund der Freien Waldorfschulen nun einen Schritt weitergehen und völlig neue Maßstäbe setzen: Im März sollen statt der sonst üblichen Skikurse an sämtlichen Rudolf-Steiner-Schulen im deutschsprachigen Raum Ebola-Wochen veranstaltet werden!Die Vorsitzende des Bunds der Freien Waldorfschulen, Kriemhild  Rohrblöchel, zu dem einzigartigen Vorhaben: „Gemäß unserer anthroposophischen Menschenkunde wollen wir unseren Kindern ganz einfach mehr bieten als einen banalen Schulskikurs. Mit der Ebola-Woche möchten wir ihnen eine multikulturelle, unvergessliche und bleibende Grenzerfahrung fürs ganze Leben mitgeben. Unseren Schülern sollen diese Tage auf alternative Art und Weise ermöglichen, ihren Horizont zu erweitern!“ Wie schon bei den Masern-Partys stand auch bei der Ebola-Woche einer der Leitsprüche des Anthroposophen und Waldorfpädagogik-Begründers Rudolf Steiner Pate: ‚Wollen wir die Stärke, die Gesundheit, dann müssen wir ihre Vorbedingung, die Krankheit, mit in Kauf nehmen. Wollen wir stark sein, dann müssen wir uns gegen die Schwäche schützen, indem wir die Schwäche in uns aufnehmen und in Stärke verwandeln.‘Die Vorbereitungen laufen bereits auf Hochtouren. So werden in den kommenden Wochen im Unterricht selbstbestimmt die Gefahren von Impfkrankheiten erarbeitet. Darüberhinaus soll eine möglichst künstlerisch-kreative, vertiefende Beziehung zum Ebola-Virus aufgebaut werden. Anfang März werden dann die ersten an Ebola erkrankten Kinder aus dem Kongo eingeflogen und an sämtliche Waldorfschulen in Deutschland, Österreich und der Schweiz aufgeteilt.Doch damit nicht genug, es gibt bereits weitere ehrgeizige Pläne. Kriemhild Rohrblöchel: „Wir werden uns in den kommenden Jahren jeweils einer im staatlichen Impfplan enthaltenen Krankheit intensiver widmen. So wollen wir auch an unseren Bildungseinrichtungen die gewünschte Grundimmunisierung auf vollkommen natürliche Art und Weise erreichen.“ Soviel sei schon verraten: 2020 dürfen sich die Waldorfkinder statt auf Obertauern, Zauchensee & Co. auf spannende Polio-Days freuen!",Allgemein,2019-01-28 00:00:00,Entenpost
211,Fast-Food für Ältere: Die ‚Old McDonald’s Senior Tüte‘,"Nach dem Riesenerfolg der ‚Junior Tüte‘ bzw. ihres Nachfolgers ‚Happy Meal‘ bei seinen jüngeren Besuchern versucht der Fastfood-Gigant McDonald’s künftig eine neue Zielgruppe zu erobern: Die Generation 55+. Gelingen soll dies mittels Einführung der sogenannten ‚Old McDonald’s Senior Tüte‘.Albin Hohenreiter, Pressesprecher von McDonald’s Austria, erläutert das Konzept: „Die Old McDonald’s Senior Tüte ist weitgehend dem Erfolgsmodell der Junior Tüte nachempfunden: Es besteht die Wahl zwischen Camembert-Burger oder Hendlbrust-Nuggets, statt Pommes gibt es Erdäpfelpüree, die Apfelspalten sind durch Apfelmus ersetzt, und bei den Getränken wird zusätzlich zu den üblichen Sorten ein äußerst bekömmlicher und magenschonender Malzkaffee angeboten. Herzstück wird – wie schon beim kleinen Bruder in der Junior Tüte – das sogenannte Mäcki-Klumpert sein.“Eröffnet wird die erste Tranche der Senior Tüte mit herzigen Figuren beliebter Filmstars aus den 50ern des vorigen Jahrhunderts – Heinz Rühmann, Dick & Doof, Hans Moser oder Hildegard Knef stehen zur Auswahl. Der Karton der Senior Tüte werde mit Kreuzworträtseln und Sudokus bedruckt sein, so Hohenreiter, und außerdem diverse herausnehmbare Rabatt-Markerl enthalten.Auch baulich wird McDonald’s seine Filialen adaptieren. Dazu Franchise-Nehmer Fritz Nöhammer aus Linz Urfahr: „Künftig wird es eigene Abstellbereiche für Rollatoren und Gehstöcke geben. Und zum Bestellen wird unseren älteren Gästen eine eigens gekennzeichnete Slowmotion-Kasse zur Verfügung stehen.“ Die Mitarbeiterinnen und Mitarbeiter, die dort bedienen, sind angewiesen, extra langsam und lauter als üblich zu sprechen.Sollte die Old McDonald’s Senior Tüte ein Erfolgsrezept sein, könnte die Fast-Food-Kette ihr Angebot für die Generation 55+ noch erweitern: So gibt es bereits konkrete Überlegungen für einen Einstieg bei ‚Essen auf Rädern‘. Einen passenden Namen dafür hat man jedenfalls schon: McDrive!","Allgemein, Empfehlung",2019-01-26 00:00:00,Entenpost
